"通し
No",区分,分類,"分類別
No",名前,データのURL,"データ
形式",説明,公開ウェブページ,公表組織名,連絡先,更新頻度,対象地域
198,医療,歯科,42,"医療機関番号（東海北陸）
歯科併設（愛知県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_sikaheisetu_aiti201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,愛知県
199,医療,歯科,43,"医療機関番号（東海北陸）
歯科（三重県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_sika_mie201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,三重県
200,医療,歯科,44,"医療機関番号（東海北陸）
歯科併設（三重県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_sikaheisetu_mie201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,三重県
201,医療,歯科,45,"医療機関番号（近畿）
歯科（福井県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/6fukui-kikanzentai-sika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　福井事務所,不定期,福井県
202,医療,歯科,46,"医療機関番号（近畿）
歯科（兵庫県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/6hyougo-kikanzentai-sika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　兵庫事務所,不定期,兵庫県
203,医療,歯科,47,"医療機関番号（近畿）
歯科（滋賀県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/6siga-kikanzentai-sika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　滋賀事務所,不定期,滋賀県
204,医療,歯科,48,"医療機関番号（近畿）
歯科（奈良県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/06nara-kikanzentai-sika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　奈良事務所,不定期,奈良県
205,医療,歯科,49,"医療機関番号（近畿）
歯科（京都府）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/06kyouto-kikanzentai-sika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　京都事務所,不定期,京都府
206,医療,歯科,50,"医療機関番号（近畿）
歯科（和歌山県）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/06wakayama-kikanzentai-sika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　和歌山事務所,不定期,和歌山県
207,医療,歯科,51,"医療機関番号（近畿）
歯科（大阪府）",https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/documents/6oosaka-kikanzentai-sika.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/kinki/gyomu/gyomu/hoken_kikan/shitei_jokyo.html,厚生労働省,近畿厚生局　指導監査課,不定期,大阪府
208,医療,歯科,52,"医療機関番号（近畿）
歯科（鳥取県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/31zen2606-2.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,鳥取県
209,医療,歯科,53,"医療機関番号（近畿）
歯科（島根県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/32zen2606-2.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,島根県
210,医療,歯科,54,"医療機関番号（近畿）
歯科（岡山県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/33zen2606-2.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,岡山県
211,医療,歯科,55,"医療機関番号（近畿）
歯科（広島県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/34zen2606-2.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,広島県
212,医療,歯科,56,"医療機関番号（近畿）
歯科（山口県）",https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/documents/35zen2606-2.xlsx,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,https://kouseikyoku.mhlw.go.jp/chugokushikoku/chousaka/chousaka01.html,厚生労働省,中国四国厚生局　調査課,不定期,山口県
213,医療,歯科,57,"医療機関番号（近畿）
歯科（香川県）",http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/documents/01_02.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/index.html,厚生労働省,四国厚生局　調査課,不定期,香川県
214,医療,歯科,58,"医療機関番号（近畿）
歯科（徳島県）",http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/documents/01_05.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/index.html,厚生労働省,四国厚生局　調査課,不定期,徳島県
215,医療,歯科,59,"医療機関番号（近畿）
歯科（愛媛県）",http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/documents/01_08.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/index.html,厚生労働省,四国厚生局　調査課,不定期,愛媛県
216,医療,歯科,60,"医療機関番号（近畿）
歯科（高知県）",http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/documents/01_11.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/shikoku/gyomu/gyomu/hoken_kikan/shitei/index.html,厚生労働省,四国厚生局　調査課,不定期,高知県
217,医療,歯科,61,"医療機関番号（近畿）
歯科（福岡県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/hukuoka_shika_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　指導監査課,不定期,福岡県
218,医療,歯科,62,"医療機関番号（近畿）
歯科（佐賀県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/saga_shika_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　佐賀事務所,不定期,佐賀県
219,医療,歯科,63,"医療機関番号（近畿）
歯科（長崎県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/nagasaki_shika_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　長崎事務所,不定期,長崎県
220,医療,歯科,64,"医療機関番号（近畿）
歯科（熊本県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/kumamoto_shika_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　熊本事務所,不定期,熊本県
221,医療,歯科,65,"医療機関番号（近畿）
歯科（大分県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/ooita_shika_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　大分事務所,不定期,大分県
222,医療,歯科,66,"医療機関番号（近畿）
歯科（宮崎県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/miyazaki_shika_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　宮崎事務所,不定期,宮崎県
223,医療,歯科,67,"医療機関番号（近畿）
歯科（鹿児島県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/kagoshima_shika_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　鹿児島事務所,不定期,鹿児島県
224,医療,歯科,68,"医療機関番号（近畿）
歯科（沖縄県）",http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/documents/okinawa_shika_.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kyushu/gyomu/gyomu/hoken_kikan/index.html,厚生労働省,九州厚生局　沖縄事務所,不定期,沖縄県
225,医療,薬局,1,"医療機関番号（北海道）
薬局（札幌市内）",http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/documents/area-yakka01.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/zentai_ichiran.html,厚生労働省,北海道厚生局 医療課,不定期,北海道
226,医療,薬局,2,"医療機関番号（北海道）
薬局（函館市、小樽市、旭川市）",http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/documents/area-yakka02.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/zentai_ichiran.html,厚生労働省,北海道厚生局 医療課,不定期,北海道
227,医療,薬局,3,"医療機関番号（北海道）
薬局（上記以外の市町村）",http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/documents/area-yakka03.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/hokkaido/gyomu/gyomu/hoken_kikan/zentai_ichiran.html,厚生労働省,北海道厚生局 医療課,不定期,北海道
228,医療,薬局,4,"医療機関番号（東北）
薬局（青森県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-aomori-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,青森県
229,医療,薬局,5,"医療機関番号（東北）
薬局（岩手県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-iwate-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,岩手県
230,医療,薬局,6,"医療機関番号（東北）
薬局（宮城県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-miyagi-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,宮城県
231,医療,薬局,7,"医療機関番号（東北）
薬局（秋田県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-akita-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,秋田県
232,医療,薬局,8,"医療機関番号（東北）
薬局（山形県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-yamagata-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,山形県
233,医療,薬局,9,"医療機関番号（東北）
薬局（福島県）",http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/documents/shitei-fukushima-yakkyoku.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tohoku/gyomu/gyomu/hoken_kikan/itiran.html,厚生労働省,東北厚生局 医療課,不定期,福島県
234,医療,薬局,10,"医療機関番号（関東信越）
薬局（埼玉県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/shido_kansa/documents/shitei_shido_kansa_yakkyoku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/shido_kansa/index.html,厚生労働省,関東信越厚生局 指導監査課,不定期,埼玉県
235,医療,薬局,11,"医療機関番号（関東信越）
薬局（茨城県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/ibaraki/documents/shitei_ibaraki_yakkyoku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/ibaraki/index.html,厚生労働省,関東信越厚生局 茨城事務所,不定期,茨城県
236,医療,薬局,12,"医療機関番号（関東信越）
薬局（栃木県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tochigi/documents/6shitei_tochigi_yakkyoku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tochigi/index.html,厚生労働省,関東信越厚生局 栃木事務所,不定期,栃木県
237,医療,薬局,13,"医療機関番号（関東信越）
薬局（群馬県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/gunma/documents/shite-guma-yaku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/gunma/index.html,厚生労働省,関東信越厚生局 群馬事務所,不定期,群馬県
238,医療,薬局,14,"医療機関番号（関東信越）
薬局（千葉県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/chiba/documents/shitei_chiba_yakkyoku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/chiba/index.html,厚生労働省,関東信越厚生局 千葉事務所,不定期,千葉県
239,医療,薬局,15,"医療機関番号（関東信越）
薬局（東京県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tokyo/documents/shitei_tokyo_yakkyoku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/tokyo/index.html,厚生労働省,関東信越厚生局 東京事務所,不定期,東京都
240,医療,薬局,16,"医療機関番号（関東信越）
薬局（神奈川県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/kanagawa/documents/shitei_kanagawa_yakkyoku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/kanagawa/index.html,厚生労働省,関東信越厚生局 神奈川事務所,不定期,神奈川県
241,医療,薬局,17,"医療機関番号（関東信越）
薬局（新潟県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/niigata/documents/07_shitei_niigata_yakkyoku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/niigata/index.html,厚生労働省,関東信越厚生局 新潟事務所,不定期,新潟県
242,医療,薬局,18,"医療機関番号（関東信越）
薬局（山梨県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/yamanashi/documents/ko-dobetuitirannyaku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/yamanashi/index.html,厚生労働省,関東信越厚生局 山梨事務所,不定期,山梨県
243,医療,薬局,19,"医療機関番号（関東信越）
薬局（長野県）",http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/nagano/documents/shitei_nagano_yakkyoku.xls,xls,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/kantoshinetsu/gyomu/bu_ka/nagano/index.html,厚生労働省,関東信越厚生局 長野事務所,不定期,長野県
244,医療,薬局,20,"医療機関番号（東海北陸）
薬局（冨山県）",http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/documents/zen_yakkyoku_toyama201406.pdf,pdf,地方厚生局が管理する医科、歯科、薬局の機関番号,http://kouseikyoku.mhlw.go.jp/tokaihokuriku/gyomu/gyomu/hoken_kikan/shitei.html,厚生労働省,東海北陸厚生局　調査課,不定期,富山県
